20/6/2024 15:17:41,29.62,48.78,46,45.473459500000004, 9.202715833333334
20/6/2024 15:17:46,29.56,48.98,46,45.47345983333333, 9.202715833333334
20/6/2024 15:17:51,29.55,48.44,46,45.473459999999996, 9.2027155
20/6/2024 15:17:56,29.48,48.22,46,45.473460499999995, 9.202715166666668
20/6/2024 15:18:01,29.45,48.65,46,45.473461, 9.202714666666667
20/6/2024 15:18:06,29.52,49.13,49,45.473461, 9.202713833333332
20/6/2024 15:18:11,29.48,48.91,46,45.473460666666675, 9.2027135
20/6/2024 15:18:16,29.49,48.79,48,45.473460666666675, 9.202713333333332
20/6/2024 15:18:21,29.46,48.23,48,45.473460333333335, 9.2027135
20/6/2024 15:18:26,29.42,48.31,46,45.473460333333335, 9.202713666666666
20/6/2024 15:18:31,29.35,48.55,46,45.47346016666667, 9.202713666666666
20/6/2024 15:18:36,29.24,47.6,47,45.473462000000005, 9.202708333333334
20/6/2024 15:18:41,29.08,47.44,45,45.473462500000004, 9.202707666666667
20/6/2024 15:18:46,28.97,47.84,45,45.473462999999995, 9.2027055
20/6/2024 15:18:51,28.95,48.23,45,45.473463833333334, 9.202704166666667
20/6/2024 15:18:56,28.95,49.24,46,45.47346266666667, 9.202696166666668
20/6/2024 15:19:01,28.82,48.71,45,45.473469666666674, 9.202685166666667
20/6/2024 15:19:06,28.85,48.56,47,45.4734715, 9.2026735
20/6/2024 15:19:11,28.79,49.96,46,45.47346949999999, 9.202665666666666
20/6/2024 15:19:16,28.98,50.56,46,45.47346783333334, 9.202659833333334
20/6/2024 15:19:21,29.06,50.14,46,45.473465000000004, 9.202658166666668
20/6/2024 15:19:26,29.16,50.06,46,45.47346533333333, 9.202656333333334
20/6/2024 15:19:31,29.05,47.86,48,45.47346483333334, 9.202654166666667
20/6/2024 15:19:36,28.91,47.61,48,45.473468000000004, 9.202651833333334
20/6/2024 15:19:41,28.74,47.55,45,45.47347266666667, 9.202645833333333
20/6/2024 15:19:46,28.67,47.62,45,45.47347716666666, 9.202641
20/6/2024 15:19:51,28.74,47.77,47,45.4734745, 9.202642166666667
20/6/2024 15:19:56,28.71,47.79,47,45.47347166666667, 9.202642333333333
20/6/2024 15:20:01,28.68,47.83,46,45.47346816666666, 9.20264
20/6/2024 15:20:06,28.71,47.95,45,45.47346483333334, 9.202638166666667
20/6/2024 15:20:11,28.73,48.1,47,45.47346266666667, 9.202639833333334
20/6/2024 15:20:16,28.56,48.06,47,45.47347799999999, 9.202639666666666
20/6/2024 15:20:21,28.64,48.32,42,45.47347983333334, 9.202638833333333
20/6/2024 15:20:26,28.68,49.07,45,45.47348183333334, 9.202639
20/6/2024 15:20:31,28.75,50.38,43,45.47348166666667, 9.2026385
20/6/2024 15:20:36,28.84,50.87,46,45.47348183333334, 9.202637833333334
20/6/2024 15:20:41,28.94,52.44,48,45.47348283333334, 9.202636833333335
20/6/2024 15:20:46,29.01,51.6,47,45.47348483333334, 9.202632833333332
20/6/2024 15:20:51,29.11,51.54,46,45.473471, 9.202634666666667
20/6/2024 15:20:56,29.16,52.27,47,45.47346816666666, 9.202636833333335
20/6/2024 15:21:01,29.14,50.68,45,45.47346733333334, 9.202637000000001
20/6/2024 15:21:06,29.08,50.22,47,45.473465000000004, 9.202634666666667
20/6/2024 15:21:11,28.94,48.49,44,45.473462000000005, 9.2026365
20/6/2024 15:21:16,28.71,47.97,43,45.47346133333334, 9.202638666666667
20/6/2024 15:21:21,28.58,48.44,45,45.473463333333335, 9.202639333333334
20/6/2024 15:21:26,28.51,49.12,48,45.47346616666667, 9.202642166666667
20/6/2024 15:21:31,28.46,49.38,47,45.473465166666664, 9.202646833333334
20/6/2024 15:21:36,28.33,49.99,45,45.473463833333334, 9.20265
20/6/2024 15:21:41,28.23,50.15,46,45.473462500000004, 9.202652666666667
20/6/2024 15:21:46,28.23,50.38,51,45.473460333333335, 9.202656166666666
20/6/2024 15:21:52,28.2,50.55,46,45.473460666666675, 9.20266
20/6/2024 15:21:57,28.17,50.25,47,45.473462166666664, 9.202663666666666
20/6/2024 15:22:02,28.23,50.25,46,45.47346433333334, 9.202666333333333
20/6/2024 15:22:07,28.23,50.17,45,45.473467666666664, 9.202667166666666
20/6/2024 15:22:12,28.28,50.66,46,45.47347166666667, 9.202666166666667
20/6/2024 15:22:17,28.27,51.08,48,45.4734745, 9.2026665
20/6/2024 15:22:22,28.26,50.64,46,45.47347566666667, 9.202667333333332
20/6/2024 15:22:27,28.28,49.99,47,45.473477, 9.202668
20/6/2024 15:22:32,28.27,50.73,45,45.47347916666666, 9.202668166666665
20/6/2024 15:22:37,28.28,50.85,45,45.4734815, 9.2026685
20/6/2024 15:22:42,28.27,50.84,46,45.47348316666667, 9.202668666666666
20/6/2024 15:22:47,28.2,49.94,43,45.47348399999999, 9.202668333333333
20/6/2024 15:22:52,28.19,50.15,44,45.47348433333333, 9.202668166666665
20/6/2024 15:22:57,28.2,50.51,47,45.47348433333333, 9.202668
20/6/2024 15:23:02,28.26,50.24,45,45.47348399999999, 9.202667499999999
20/6/2024 15:23:07,28.3,50.14,46,45.47348383333333, 9.202667
20/6/2024 15:23:12,28.4,50.7,44,45.47348683333333, 9.202666166666667
20/6/2024 15:23:17,28.82,55.96,50,45.47348699999999, 9.202667
20/6/2024 15:23:22,28.94,51.49,47,45.47348683333333, 9.202667333333332
20/6/2024 15:23:27,28.95,49.32,45,45.47348733333333, 9.202665833333333
20/6/2024 15:23:32,28.91,48.94,44,45.47348783333334, 9.202662833333333
20/6/2024 15:23:37,28.94,49.09,47,45.47348683333333, 9.202661666666668
20/6/2024 15:23:42,28.99,50.4,46,45.473486, 9.202661166666667
20/6/2024 15:23:47,29.05,50.97,47,45.47348583333334, 9.2026615
20/6/2024 15:23:52,29.06,50.85,46,45.47348566666666, 9.2026615
20/6/2024 15:23:57,29.09,50.53,49,45.47348650000001, 9.202661
20/6/2024 15:24:02,29.12,50.51,49,45.4734875, 9.202660333333334
20/6/2024 15:24:07,29.15,50.79,47,45.47348816666666, 9.202659833333334
20/6/2024 15:24:12,29.15,49.99,50,45.4734875, 9.202660833333335
20/6/2024 15:24:17,29.24,50.68,48,45.47348733333333, 9.202661333333333
20/6/2024 15:24:22,29.22,50.28,47,45.4734885, 9.202661833333334
20/6/2024 15:24:27,29.22,49.97,46,45.473489333333326, 9.202662833333333
20/6/2024 15:24:32,29.22,49.06,44,45.47348916666667, 9.2026635
20/6/2024 15:24:37,29.15,48.72,48,45.473489333333326, 9.202664
20/6/2024 15:24:42,29.09,48.75,46,45.473489333333326, 9.202664333333333
20/6/2024 15:24:47,29.14,49.02,50,45.473489333333326, 9.202664666666667
20/6/2024 15:24:52,29.11,49.29,48,45.47348916666667, 9.202664666666667
20/6/2024 15:24:57,29.09,48.62,44,45.47348866666666, 9.202664833333333
20/6/2024 15:25:02,29.06,48.79,43,45.47348766666667, 9.2026655
20/6/2024 15:25:07,28.99,48.65,45,45.47348816666666, 9.202664666666667
20/6/2024 15:25:12,28.94,48.42,45,45.47348783333334, 9.202664333333333
20/6/2024 15:25:17,28.85,48.54,45,45.47348816666666, 9.202664
20/6/2024 15:25:22,28.79,48.02,47,45.47348866666666, 9.202664
20/6/2024 15:25:27,28.7,48.34,46,45.473489333333326, 9.202664166666667
20/6/2024 15:25:32,28.6,48.61,47,45.473485333333336, 9.202657833333335
20/6/2024 15:25:37,28.6,48.91,44,45.47348566666666, 9.202657499999999
20/6/2024 15:25:42,28.56,49.26,43,45.473506, 9.202626500000001
20/6/2024 15:25:47,28.48,49.58,46,45.47352966666667, 9.202565
20/6/2024 15:25:52,28.46,49.54,47,45.47356766666667, 9.202509833333332
20/6/2024 15:25:57,28.51,49.48,41,45.47356383333334, 9.202504000000001
20/6/2024 15:26:02,28.4,49.52,46,45.47356583333333, 9.202489333333334
20/6/2024 15:26:07,28.37,50.33,51,45.4735835, 9.202418
20/6/2024 15:26:12,28.4,49.9,45,45.473603000000004, 9.202351333333333
20/6/2024 15:26:17,28.44,49.47,49,45.473615, 9.202313
20/6/2024 15:26:22,28.39,49.1,44,45.47364949999999, 9.202220833333334
20/6/2024 15:26:27,28.24,49.26,44,45.47367033333333, 9.202166666666667
20/6/2024 15:26:32,28.3,49.47,45,45.47371116666667, 9.202085
20/6/2024 15:26:37,28.42,49.5,42,45.47374983333334, 9.201978
20/6/2024 15:26:42,28.54,49.23,46,45.47378033333333, 9.2018975
20/6/2024 15:26:47,28.61,48.77,47,45.47381433333333, 9.201805833333333
20/6/2024 15:26:52,28.65,48.1,44,45.47384933333333, 9.201700166666665
20/6/2024 15:26:57,28.56,47.86,46,45.4738795, 9.201630999999999
20/6/2024 15:27:02,28.56,48.41,42,45.4738995, 9.2015485
20/6/2024 15:27:07,28.64,48.21,45,45.47391716666666, 9.201464499999998
20/6/2024 15:27:12,28.64,47.59,40,45.47392283333333, 9.201384999999998
20/6/2024 15:27:17,28.65,47.45,45,45.47391533333333, 9.201334666666666
20/6/2024 15:27:22,28.5,48.4,46,45.47389516666667, 9.201267166666666
20/6/2024 15:27:27,28.36,49.03,46,45.47389499999999, 9.201191666666666
20/6/2024 15:27:32,28.26,49.96,42,45.473873000000005, 9.201112166666666
20/6/2024 15:27:37,28.28,50.54,45,45.4738505, 9.201029166666666
20/6/2024 15:27:42,28.33,50.04,44,45.47385066666667, 9.200947333333334
20/6/2024 15:27:47,28.42,49.62,45,45.47384999999999, 9.200852666666666
20/6/2024 15:27:52,28.51,49.75,46,45.47385033333333, 9.200769666666668
20/6/2024 15:27:57,28.57,49.42,48,45.473858, 9.200651333333333
20/6/2024 15:28:02,28.6,49.7,43,45.473877333333334, 9.200562999999999
20/6/2024 15:28:07,28.53,48.9,46,45.47390399999999, 9.200489833333334
20/6/2024 15:28:12,28.48,49.12,47,45.47393366666667, 9.2004165
20/6/2024 15:28:17,28.37,49.46,43,45.473959833333325, 9.200353166666668
20/6/2024 15:28:22,28.26,49.35,47,45.473995833333326, 9.2002885
20/6/2024 15:28:27,28.17,50.3,45,45.47401750000001, 9.200224166666667
20/6/2024 15:28:32,28.03,50.56,47,45.47405083333333, 9.200167833333333
20/6/2024 15:28:37,27.97,51.39,42,45.47409, 9.200093
20/6/2024 15:28:42,27.95,51.24,43,45.47412483333333, 9.200015833333334
20/6/2024 15:28:47,27.88,50.91,44,45.47415899999999, 9.199949666666667
20/6/2024 15:28:52,27.86,51.45,48,45.47418233333333, 9.199888666666668
20/6/2024 15:28:57,27.84,51.4,48,45.474212666666666, 9.199827333333333
20/6/2024 15:29:02,27.82,51.71,46,45.47425066666666, 9.199766
20/6/2024 15:29:07,27.79,52.03,47,45.474275500000005, 9.199697333333335
20/6/2024 15:29:12,27.84,51.66,45,45.474292, 9.199635333333333
20/6/2024 15:29:17,27.84,51.52,44,45.47431166666667, 9.199567333333333
20/6/2024 15:29:22,27.84,51.7,46,45.47433633333333, 9.199494833333334
20/6/2024 15:29:27,27.81,51.78,46,45.474340166666664, 9.199474166666667
20/6/2024 15:29:32,27.82,52.4,46,45.474357499999996, 9.199421166666667
20/6/2024 15:29:37,27.82,52.86,45,45.47436616666667, 9.199388666666666
20/6/2024 15:29:42,27.85,53.63,45,45.474374000000005, 9.199342666666666
20/6/2024 15:29:47,27.84,54.34,48,45.47438983333333, 9.199265
20/6/2024 15:29:52,27.76,55.12,46,45.474408, 9.199171
20/6/2024 15:29:57,27.72,55.32,51,45.474414833333334, 9.1991035
20/6/2024 15:30:02,27.68,54.71,44,45.47443216666667, 9.198999666666667
20/6/2024 15:30:07,27.62,54.38,45,45.47445566666667, 9.198903833333333
20/6/2024 15:30:12,27.65,54.06,46,45.4744815, 9.198828666666666
20/6/2024 15:30:17,27.75,51.81,45,45.4745025, 9.198734166666666
20/6/2024 15:30:22,27.88,50.47,47,45.47452166666667, 9.198632833333333
20/6/2024 15:30:27,27.93,50,46,45.47453583333333, 9.198547
20/6/2024 15:30:32,27.92,50.14,46,45.47452883333334, 9.198452833333333
20/6/2024 15:30:37,27.96,49.59,45,45.47452966666666, 9.198382833333334
20/6/2024 15:30:42,27.91,49.06,45,45.47453399999999, 9.198305166666668
20/6/2024 15:30:47,27.92,48.94,46,45.474519166666674, 9.198226333333334
20/6/2024 15:30:52,27.97,48.85,42,45.47450216666666, 9.198158833333334
20/6/2024 15:30:57,28,48.92,53,45.47447966666667, 9.198094
20/6/2024 15:31:02,28.1,48.87,50,45.474458999999996, 9.198051666666666
20/6/2024 15:31:07,28.27,48.77,45,45.4744425, 9.198035666666668
20/6/2024 15:31:12,28.44,48.45,42,45.47443533333333, 9.198021333333333
20/6/2024 15:31:17,28.57,48.08,46,45.47443083333333, 9.1980105
20/6/2024 15:31:22,28.6,47.28,48,45.47442566666667, 9.197994333333332
20/6/2024 15:31:27,28.73,46.97,44,45.47440199999999, 9.197965
20/6/2024 15:31:32,28.84,46.84,48,45.47435583333333, 9.19792
20/6/2024 15:31:37,28.99,46.82,38,45.474319833333325, 9.197871166666665
20/6/2024 15:31:42,29.12,46.49,45,45.474285666666674, 9.197788666666666
20/6/2024 15:31:47,29.11,46.5,43,45.47428216666667, 9.197707166666667
20/6/2024 15:31:52,29.06,46.61,45,45.474294166666674, 9.197623833333333
20/6/2024 15:31:57,29.02,46.62,47,45.4743135, 9.197545166666666
20/6/2024 15:32:02,28.99,47.9,43,45.47431366666667, 9.197452166666666
20/6/2024 15:32:07,28.94,47.04,46,45.47429866666666, 9.1973775
20/6/2024 15:32:12,28.91,47.09,47,45.47424899999999, 9.197355833333335
20/6/2024 15:32:17,28.81,47.15,44,45.47419750000001, 9.1973375
20/6/2024 15:32:22,28.7,47.1,43,45.474145666666665, 9.1973175
20/6/2024 15:32:27,28.68,47.18,44,45.4740845, 9.197299333333332
20/6/2024 15:32:32,28.68,47.14,45,45.474022166666664, 9.1972465
20/6/2024 15:32:37,28.84,47.33,41,45.47398033333334, 9.197176333333335
20/6/2024 15:32:42,28.84,47.4,42,45.47395083333334, 9.1971165
20/6/2024 15:32:47,28.82,47.57,43,45.473918999999995, 9.197047
20/6/2024 15:32:52,28.68,49.03,48,45.473903500000006, 9.196959999999999
20/6/2024 15:32:57,28.54,49,47,45.4738725, 9.196895333333334
20/6/2024 15:33:02,28.5,49.83,46,45.4738365, 9.196827333333333
20/6/2024 15:33:07,28.48,48.6,46,45.47380199999999, 9.196770333333335
20/6/2024 15:33:12,28.5,48.48,47,45.473775333333336, 9.196705
20/6/2024 15:33:17,28.51,48.49,43,45.47374016666666, 9.19664
20/6/2024 15:33:22,28.51,49,47,45.4736965, 9.1965855
20/6/2024 15:33:27,28.42,49.06,44,45.47365283333333, 9.196537000000001
20/6/2024 15:33:32,28.42,49.74,45,45.4736035, 9.196505
20/6/2024 15:33:37,28.47,50.66,45,45.473542333333334, 9.196466
20/6/2024 15:33:42,28.58,51.37,46,45.47348283333334, 9.196442999999999
20/6/2024 15:33:47,28.7,49.06,49,45.47342533333334, 9.196438333333333
20/6/2024 15:33:52,28.79,47.95,48,45.473370499999994, 9.1964595
20/6/2024 15:33:57,28.81,47.98,47,45.473322833333334, 9.196513333333334
20/6/2024 15:34:02,28.79,47.52,47,45.47328600000001, 9.1965775
20/6/2024 15:34:07,28.87,47.79,46,45.473265000000005, 9.196643666666667
20/6/2024 15:34:12,29.11,47.42,50,45.47324366666667, 9.196709
20/6/2024 15:34:17,28.99,46.8,46,45.47322900000001, 9.196754666666667
20/6/2024 15:34:22,28.93,46.85,45,45.473244333333334, 9.196812666666666
20/6/2024 15:34:27,28.87,47.35,47,45.47327133333333, 9.1968875
20/6/2024 15:34:32,28.87,47.24,45,45.47329033333334, 9.196950833333334
20/6/2024 15:34:37,28.85,47.84,45,45.47331716666666, 9.1970505
20/6/2024 15:34:42,28.88,48.23,49,45.47333966666667, 9.197129499999999
20/6/2024 15:34:47,28.91,47.78,46,45.473354666666665, 9.197199666666668
20/6/2024 15:34:52,28.97,48.41,52,45.473378000000004, 9.197299833333334
20/6/2024 15:34:57,29.04,48.88,47,45.473399, 9.197380166666667
20/6/2024 15:35:02,29.06,48.82,45,45.47341733333333, 9.1974625
20/6/2024 15:35:07,29.09,47.66,48,45.473438, 9.197554
20/6/2024 15:35:12,29.19,47.62,48,45.47347, 9.1976405
20/6/2024 15:35:17,29.28,47.57,46,45.473502666666676, 9.197733166666666
20/6/2024 15:35:22,29.3,47.07,45,45.47352250000001, 9.197809333333334
20/6/2024 15:35:27,29.35,47.17,47,45.47352383333334, 9.19789
20/6/2024 15:35:32,29.32,47.85,47,45.47352883333333, 9.197970333333334
20/6/2024 15:35:37,29.28,47.11,48,45.47352816666667, 9.198047666666668
20/6/2024 15:35:42,29.25,46.3,45,45.47353083333334, 9.198130666666666
20/6/2024 15:35:47,29.29,46.76,45,45.47353383333334, 9.19821
20/6/2024 15:35:52,29.33,47.58,49,45.47353983333334, 9.198286666666666
20/6/2024 15:35:57,29.43,47.61,42,45.473541499999996, 9.198368166666667
20/6/2024 15:36:02,29.5,47.51,46,45.47353816666667, 9.198452166666668
20/6/2024 15:36:07,29.53,46.91,45,45.47354, 9.198535666666666
20/6/2024 15:36:12,29.52,46.26,48,45.473537500000006, 9.198603833333333
20/6/2024 15:36:17,29.48,46.01,45,45.47352883333333, 9.198674166666667
20/6/2024 15:36:22,29.46,46.09,45,45.47351933333333, 9.198748166666666
20/6/2024 15:36:27,29.37,46.04,50,45.47351116666667, 9.198821833333334
20/6/2024 15:36:32,29.36,46.33,41,45.47350216666667, 9.198896
20/6/2024 15:36:37,29.36,46.92,40,45.473502499999995, 9.198962833333333
20/6/2024 15:36:42,29.26,47.04,50,45.47350983333334, 9.199031833333333
20/6/2024 15:36:47,29.15,46.33,42,45.47352616666667, 9.199108666666666
20/6/2024 15:36:52,29.06,46.55,49,45.47353199999999, 9.199189833333332
20/6/2024 15:36:57,29.06,47.4,43,45.473534333333326, 9.199223833333333
20/6/2024 15:37:02,29.15,47.77,46,45.47353533333333, 9.199305333333333
20/6/2024 15:37:07,29.19,47.61,47,45.4735105, 9.199385666666666
20/6/2024 15:37:12,29.18,48.22,46,45.473501500000005, 9.199459999999998
20/6/2024 15:37:17,29.06,49.41,47,45.473494333333335, 9.199558666666666
20/6/2024 15:37:22,28.97,49.18,43,45.473498333333325, 9.1996455
20/6/2024 15:37:27,28.95,50.09,45,45.47350183333333, 9.199733666666667
20/6/2024 15:37:32,28.9,49.56,42,45.47352483333334, 9.199812333333334
20/6/2024 15:37:37,28.81,49.43,47,45.47356866666667, 9.199882333333333
20/6/2024 15:37:42,28.71,48.98,44,45.473624333333326, 9.199950333333334
20/6/2024 15:37:47,28.67,48.76,47,45.47367283333333, 9.199991333333333
20/6/2024 15:37:52,28.58,48.78,51,45.473721999999995, 9.200023166666666
20/6/2024 15:37:57,28.54,48.84,43,45.473724666666676, 9.200027
20/6/2024 15:38:02,28.48,48.97,47,45.473724999999995, 9.20003
20/6/2024 15:38:07,28.42,49.43,47,45.47372699999999, 9.200032
20/6/2024 15:38:12,28.33,50.87,47,45.47373783333334, 9.200026166666667
20/6/2024 15:38:17,28.26,52.18,46,45.473772499999995, 9.199985333333332
20/6/2024 15:38:22,28.12,52.07,48,45.47380033333334, 9.19993
20/6/2024 15:38:27,28.05,51.56,46,45.473839, 9.199876166666666
20/6/2024 15:38:32,28,51.2,44,45.473864166666665, 9.199819666666667
20/6/2024 15:38:37,27.99,50.24,43,45.473879999999994, 9.199753333333332
20/6/2024 15:38:42,28,49.49,43,45.473886166666674, 9.199733333333334
20/6/2024 15:38:47,27.97,49.22,43,45.47389083333334, 9.199715833333332
20/6/2024 15:38:52,27.99,48.76,43,45.47389266666667, 9.199709166666667
20/6/2024 15:38:57,27.97,48.79,42,45.47389283333334, 9.199705
20/6/2024 15:39:02,27.95,48.42,43,45.473904499999996, 9.1996345
20/6/2024 15:39:07,27.95,49.42,46,45.47391916666667, 9.199563666666668
20/6/2024 15:39:12,28,49.9,50,45.47392883333334, 9.199518000000001
20/6/2024 15:39:17,28.15,49.74,46,45.47392083333334, 9.199468166666666
20/6/2024 15:39:22,28.3,49.98,44,45.47387716666667, 9.199385666666666
20/6/2024 15:39:27,28.44,49.01,45,45.47385216666667, 9.199336666666666
20/6/2024 15:39:32,28.54,49.17,46,45.473836, 9.199301
20/6/2024 15:39:37,28.53,50.28,45,45.473813, 9.1992195
20/6/2024 15:39:42,28.54,49.38,43,45.47379216666666, 9.199139666666667
20/6/2024 15:39:47,28.57,49.07,47,45.47377199999999, 9.199068500000001
20/6/2024 15:39:52,28.47,49.73,48,45.47374383333334, 9.199004833333333
20/6/2024 15:39:57,28.54,48.22,46,45.473701, 9.198914833333333
20/6/2024 15:40:02,28.5,47.97,51,45.473687000000005, 9.198838833333333
20/6/2024 15:40:07,28.42,48.16,42,45.47368483333333, 9.198768333333334
20/6/2024 15:40:12,28.51,47.91,49,45.47368933333334, 9.198694
20/6/2024 15:40:17,28.64,47.49,42,45.4736805, 9.198637833333333
20/6/2024 15:40:22,28.71,47.15,46,45.473691666666674, 9.198553833333333
20/6/2024 15:40:27,28.73,47.14,48,45.47369883333334, 9.198474166666667
20/6/2024 15:40:32,28.75,47.5,43,45.47370349999999, 9.198405833333334
20/6/2024 15:40:37,28.7,47.55,44,45.47372516666666, 9.198348166666667
20/6/2024 15:40:42,28.68,48.61,43,45.47374750000001, 9.198282333333333
20/6/2024 15:40:47,28.65,48.6,45,45.47378283333334, 9.198236000000001
20/6/2024 15:40:52,28.68,50.5,46,45.473824666666665, 9.198202333333334
20/6/2024 15:40:57,28.65,49.71,45,45.47386199999999, 9.198169666666667
20/6/2024 15:41:02,28.58,49.24,47,45.47390583333334, 9.198146666666666
20/6/2024 15:41:07,28.58,48.47,45,45.473949499999996, 9.198145333333335
20/6/2024 15:41:12,28.63,48.51,45,45.47398683333333, 9.198204
20/6/2024 15:41:17,28.7,49.86,46,45.474010666666665, 9.198249166666667
20/6/2024 15:41:22,28.79,49.85,46,45.474016666666664, 9.19825
20/6/2024 15:41:27,28.88,49.99,45,45.47401833333333, 9.198251166666667
20/6/2024 15:41:32,28.88,49.77,45,45.47403333333333, 9.198321666666667
20/6/2024 15:41:37,28.87,49.33,45,45.474017, 9.198387833333333
20/6/2024 15:41:42,28.93,50.5,44,45.47402033333333, 9.198456666666667
