Timestamp,Temperature,Humidity,Air Quality,Latitude,Longitude
2024-06-20 15:54:52,30.27,44.45,26,45.47302733333333,9.203478166666669
2024-06-20 15:54:57,30.3,44.26,25,45.47307133333334,9.20351
2024-06-20 15:24:01,29.37,50.8,73,45.47344216666667,9.2026495
2024-06-20 15:24:11,29.36,48.74,74,45.47344116666667,9.202649833333334
2024-06-20 15:24:21,29.38,47.61,73,45.473444666666666,9.2026485
2024-06-20 15:24:31,29.43,47.78,73,45.473444333333326,9.2026475
2024-06-20 15:24:41,29.49,47.84,71,45.47344483333333,9.202647166666669
2024-06-20 15:24:51,29.51,48.21,69,45.4734455,9.202644666666666
2024-06-20 15:25:01,29.44,48.17,67,45.4734485,9.202642
2024-06-20 15:25:11,29.16,47.42,66,45.47345099999999,9.202637666666668
2024-06-20 15:25:21,29.01,48.33,66,45.47345366666666,9.202637333333334
2024-06-20 15:25:31,28.85,48.47,66,45.473457333333336,9.202639333333334
2024-06-20 15:25:41,28.78,48.65,66,45.47345883333334,9.202651333333334
2024-06-20 15:25:51,28.83,48.74,67,45.4734555,9.2026925
2024-06-20 15:26:01,28.98,48.97,63,45.4734295,9.202805166666668
2024-06-20 15:26:11,28.96,48.71,64,45.47340283333333,9.202916333333333
2024-06-20 15:26:21,29.03,49.11,63,45.47338416666666,9.202971833333333
2024-06-20 15:26:31,29.06,50.22,64,45.4733645,9.203027333333331
2024-06-20 15:26:41,29.34,50.73,64,45.47334083333333,9.203088166666667
2024-06-20 15:26:51,29.88,50.79,63,45.47327816666666,9.203124166666669
2024-06-20 15:27:01,30.2,47.48,63,45.47314766666667,9.203144166666668
2024-06-20 15:27:11,30.6,45.53,61,45.47300216666666,9.203141166666668
2024-06-20 15:27:21,30.94,45.55,62,45.47288533333334,9.203103833333332
2024-06-20 15:27:31,30.83,45.14,62,45.472804333333336,9.203031333333334
2024-06-20 15:27:41,30.67,44.62,62,45.47272966666666,9.202960333333332
2024-06-20 15:27:51,30.74,43.95,61,45.47263466666666,9.202863833333334
2024-06-20 15:28:01,30.88,43.43,63,45.47254966666666,9.2027625
2024-06-20 15:28:11,30.73,43.1,64,45.47245433333333,9.202654666666666
2024-06-20 15:28:21,30.85,43.58,66,45.472357,9.202553
2024-06-20 15:28:31,30.78,43.49,66,45.47228133333333,9.202453166666666
2024-06-20 15:28:41,30.56,44.35,62,45.47231016666667,9.202338666666666
2024-06-20 15:28:51,30.16,44.8,61,45.47236216666667,9.202205833333332
2024-06-20 15:29:01,29.99,45.49,63,45.47241916666667,9.202072333333332
2024-06-20 15:29:11,30.26,45.13,61,45.47246700000001,9.201940166666668
2024-06-20 15:29:21,30.26,44.98,61,45.472528833333335,9.201801499999998
2024-06-20 15:29:31,30.02,45.27,64,45.47259983333333,9.201663166666666
2024-06-20 15:29:41,29.92,45.9,63,45.4726475,9.2015185
2024-06-20 15:29:51,30.09,46.31,59,45.4726785,9.201366166666666
2024-06-20 15:30:01,30.2,45.91,63,45.4727295,9.2012175
2024-06-20 15:30:11,30.29,45.89,61,45.472753833333336,9.2011095
2024-06-20 15:30:21,30.22,46.02,61,45.47280483333334,9.200959833333334
2024-06-20 15:30:31,29.98,45.95,61,45.47287966666666,9.200841
2024-06-20 15:30:41,29.58,46.69,63,45.4729505,9.200729333333332
2024-06-20 15:30:51,29.61,45.95,60,45.47303033333333,9.200624
2024-06-20 15:31:01,30.02,45.46,60,45.47313766666666,9.200555166666668
2024-06-20 15:31:11,30.3,46.74,61,45.473211000000006,9.2004405
2024-06-20 15:31:21,30.25,45.41,63,45.473259000000006,9.200300833333332
2024-06-20 15:31:31,30.36,46.3,61,45.47330783333334,9.2001555
2024-06-20 15:31:41,30.12,44.72,60,45.47335966666666,9.200029833333334
2024-06-20 15:31:51,30.33,44.43,59,45.47336983333333,9.199883
2024-06-20 15:32:01,30.36,44.59,60,45.47334433333334,9.199741833333333
2024-06-20 15:32:11,29.74,46.34,63,45.473378,9.199619166666668
2024-06-20 15:32:21,29.43,46.52,60,45.47339100000001,9.199497
2024-06-20 15:32:31,28.79,48.3,61,45.47340016666667,9.19936
2024-06-20 15:32:41,28.81,49.45,60,45.47339383333333,9.199204833333331
2024-06-20 15:32:51,28.71,49.22,60,45.47337783333334,9.199047333333334
2024-06-20 15:33:01,28.51,48.73,59,45.47337066666668,9.198930166666663
2024-06-20 15:33:11,28.71,47.73,59,45.473368,9.198795
2024-06-20 15:33:21,29.13,46.99,59,45.47333633333333,9.1986295
2024-06-20 15:33:31,29.25,47.33,61,45.473321166666665,9.198463833333332
2024-06-20 15:33:41,29.56,47.48,59,45.47330133333333,9.198303166666667
2024-06-20 15:33:51,29.81,46.82,59,45.47328983333333,9.198118166666664
2024-06-20 15:34:01,29.72,46.7,60,45.47328133333334,9.197949833333332
2024-06-20 15:34:11,29.85,46.94,61,45.47327716666667,9.197796166666668
2024-06-20 15:34:21,29.95,47.77,63,45.473282000000005,9.1976535
2024-06-20 15:34:31,29.98,46.47,60,45.47327400000001,9.197498166666666
2024-06-20 15:34:41,29.85,46.7,59,45.47326216666667,9.197336
2024-06-20 15:34:51,29.6,45.84,59,45.4732485,9.1971735
2024-06-20 15:35:01,29.25,46.43,60,45.473254166666656,9.1970325
2024-06-20 15:35:11,29.19,46.48,60,45.473251,9.196851666666667
2024-06-20 15:35:21,29.38,46.17,60,45.47325666666667,9.196666166666668
2024-06-20 15:35:31,29.47,45.65,60,45.4733,9.196505
2024-06-20 15:35:41,30.01,46.19,60,45.47338800000001,9.196393333333331
2024-06-20 15:35:51,30.23,47.2,60,45.4735005,9.196419
2024-06-20 15:36:01,29.8,46.38,59,45.47360283333334,9.196469
2024-06-20 15:36:11,29.57,46.13,59,45.47365383333334,9.196522666666668
2024-06-20 15:36:21,29.38,47.33,62,45.47373016666667,9.196641
2024-06-20 15:36:31,29.1,47.72,58,45.47379383333334,9.196765333333332
2024-06-20 15:36:41,29.16,47.17,59,45.47387816666666,9.196917333333332
2024-06-20 15:36:51,29.37,46.24,62,45.47396816666666,9.1970355
2024-06-20 15:37:01,29.74,45.37,57,45.47406899999999,9.197083999999998
2024-06-20 15:37:11,29.98,45.39,59,45.474187666666666,9.1970635
2024-06-20 15:37:21,30.08,45.52,60,45.47429733333333,9.1970425
2024-06-20 15:37:31,30.28,46.5,58,45.474378,9.1970155
2024-06-20 15:37:41,30.5,45.14,62,45.474489666666656,9.197020833333331
2024-06-20 15:37:51,30.57,44.02,58,45.47459516666666,9.197090666666666
2024-06-20 15:38:01,30.43,44.79,59,45.47469066666666,9.197145166666669
2024-06-20 15:38:11,30.22,44.05,62,45.47479150000001,9.197195833333334
2024-06-20 15:38:21,30.15,44.66,60,45.47486983333333,9.197207666666666
2024-06-20 15:38:31,30.14,44.39,62,45.47491566666666,9.197147333333334
2024-06-20 15:38:41,30.19,44.48,62,45.47497616666666,9.197103166666666
2024-06-20 15:38:51,29.89,47.52,63,45.47507399999999,9.197128833333332
2024-06-20 15:39:01,29.85,45.81,59,45.47514983333334,9.197151833333333
2024-06-20 15:39:11,29.87,44.9,60,45.4752095,9.197192666666666
2024-06-20 15:39:21,30.23,46.0,63,45.475280833333336,9.1972605
2024-06-20 15:39:31,30.02,48.63,62,45.47535233333333,9.197291833333331
2024-06-20 15:39:41,29.65,50.13,63,45.475412000000006,9.197333666666667
2024-06-20 15:39:51,29.49,49.17,61,45.47545516666667,9.1973705
2024-06-20 15:40:01,29.4,47.28,59,45.475549833333325,9.197422333333332
2024-06-20 15:40:11,29.36,47.24,60,45.47564066666667,9.197486666666666
2024-06-20 15:40:21,29.22,47.34,60,45.4757365,9.197595333333334
2024-06-20 15:40:31,29.85,47.63,60,45.4758405,9.197676166666668
2024-06-20 15:40:41,30.02,46.43,59,45.47592816666667,9.197725833333331
2024-06-20 15:40:51,29.77,47.63,60,45.47604133333333,9.197816333333332
2024-06-20 15:41:01,29.53,45.62,61,45.47618966666667,9.197873499999998
2024-06-20 15:41:11,29.37,45.49,59,45.476324000000005,9.197929333333333
2024-06-20 15:41:21,29.23,46.0,60,45.476418,9.197980166666667
2024-06-20 15:41:31,29.26,46.43,59,45.47651316666667,9.198043166666668
2024-06-20 15:41:41,29.23,46.28,60,45.47656366666667,9.198100333333334
2024-06-20 15:41:51,29.17,46.17,57,45.476587,9.198263666666666
2024-06-20 15:42:01,29.02,47.87,60,45.47659033333333,9.1984675
2024-06-20 15:42:11,29.06,48.34,61,45.47659016666667,9.198661333333332
2024-06-20 15:42:21,29.3,47.67,61,45.47649800000001,9.198843666666669
2024-06-20 15:42:31,29.43,47.06,59,45.47642483333334,9.198997833333332
2024-06-20 15:42:41,29.27,46.27,61,45.47638216666666,9.199097166666666
2024-06-20 15:42:51,29.16,46.39,60,45.47634716666666,9.199198166666667
2024-06-20 15:43:01,29.5,47.75,62,45.47626116666667,9.199360166666668
2024-06-20 15:43:11,29.57,47.41,59,45.4761935,9.199492333333334
2024-06-20 15:43:21,29.58,49.31,60,45.47612633333333,9.199649666666666
2024-06-20 15:43:31,29.8,47.77,60,45.476079,9.199760166666666
2024-06-20 15:43:41,30.37,47.53,60,45.47602783333333,9.199865666666666
2024-06-20 15:43:51,30.73,44.17,59,45.47600116666668,9.199972
2024-06-20 15:44:01,30.16,44.31,60,45.47597783333334,9.200068166666666
2024-06-20 15:44:11,29.91,46.35,62,45.475966500000006,9.2001235
2024-06-20 15:44:21,29.81,46.95,62,45.47592933333333,9.200223666666666
2024-06-20 15:44:31,29.91,46.68,60,45.4758995,9.200295833333334
2024-06-20 15:44:41,29.5,48.05,63,45.475852,9.200372833333336
2024-06-20 15:44:51,29.88,47.36,60,45.47577583333334,9.200535666666669
2024-06-20 15:45:01,30.43,45.6,58,45.47570383333333,9.200707166666666
2024-06-20 15:45:11,30.8,44.54,62,45.47561516666666,9.2008985
2024-06-20 15:45:21,30.78,44.14,60,45.475542,9.201017833333331
2024-06-20 15:45:31,30.77,44.16,62,45.47545366666667,9.2011625
2024-06-20 15:45:41,30.8,44.47,61,45.475362,9.201251666666668
2024-06-20 15:45:51,30.67,43.96,60,45.47524333333334,9.201370833333334
2024-06-20 15:46:01,30.32,45.74,61,45.475106,9.201488666666668
2024-06-20 15:46:11,30.07,46.74,59,45.475062,9.201627666666669
2024-06-20 15:46:21,29.95,46.16,61,45.475055833333336,9.201782333333334
2024-06-20 15:46:31,29.87,48.47,61,45.47505866666667,9.201910833333333
2024-06-20 15:46:41,29.67,47.75,60,45.4750475,9.2020515
2024-06-20 15:46:51,29.42,48.84,58,45.4750255,9.202157666666666
2024-06-20 15:47:01,29.34,49.3,58,45.474988,9.2022945
2024-06-20 15:47:11,29.36,48.65,59,45.47490116666666,9.202458166666666
2024-06-20 15:47:21,29.46,49.99,60,45.47483566666666,9.202607166666668
2024-06-20 15:47:31,29.54,52.5,60,45.474778833333325,9.2027335
2024-06-20 15:47:41,29.44,52.0,60,45.47474233333334,9.202853666666666
2024-06-20 15:47:51,29.22,50.4,60,45.47470333333334,9.202986166666667
2024-06-20 15:48:01,29.19,49.36,60,45.47467666666667,9.203173333333332
2024-06-20 15:48:11,29.22,47.85,61,45.47465016666667,9.203307166666669
2024-06-20 15:48:21,29.17,50.51,62,45.474595,9.203461166666669
2024-06-20 15:48:31,29.29,51.78,60,45.47450383333333,9.203571166666668
2024-06-20 15:48:41,29.49,50.71,58,45.47440100000001,9.203661333333336
2024-06-20 15:48:51,29.44,48.55,60,45.474314166666666,9.2036465
2024-06-20 15:49:01,29.32,47.5,60,45.47422483333333,9.203618333333331
2024-06-20 15:49:11,29.4,47.23,61,45.47414466666668,9.203561666666667
2024-06-20 15:49:21,29.6,46.97,60,45.47405733333333,9.203509333333333
2024-06-20 15:49:31,30.05,46.11,59,45.474002000000006,9.203591666666666
2024-06-20 15:49:41,30.16,46.65,57,45.4739375,9.2037295
2024-06-20 15:49:51,30.18,45.84,59,45.473885,9.203800166666667
2024-06-20 15:50:01,29.87,47.78,59,45.473836,9.2038675
2024-06-20 15:50:11,29.68,50.28,59,45.473793166666674,9.203877333333333
2024-06-20 15:50:21,29.65,47.9,61,45.47369416666667,9.203823666666668
2024-06-20 15:50:31,29.68,49.12,60,45.47362450000001,9.203777166666669
2024-06-20 15:50:41,29.88,48.07,59,45.47353566666667,9.203718833333332
2024-06-20 15:50:51,29.91,47.16,61,45.473447166666666,9.203655666666666
2024-06-20 15:51:01,29.8,46.93,63,45.47331633333333,9.203530833333334
2024-06-20 15:51:11,29.88,48.33,60,45.47320766666667,9.2034145
2024-06-20 15:51:21,29.78,49.88,58,45.47311083333334,9.203303833333331
2024-06-20 15:51:31,29.85,48.64,57,45.47301083333333,9.203199166666668
2024-06-20 15:51:41,30.08,47.27,62,45.4729205,9.203120833333331
2024-06-20 15:51:51,30.15,45.49,56,45.472817500000005,9.203033
2024-06-20 15:52:01,30.25,45.45,59,45.47272233333333,9.202928666666669
2024-06-20 15:52:11,30.29,45.51,60,45.47262966666667,9.202814666666663
2024-06-20 15:52:21,30.3,45.16,59,45.472532666666666,9.202712
2024-06-20 15:52:31,29.92,45.12,58,45.47245783333333,9.2026225
2024-06-20 15:52:41,29.95,46.04,62,45.47240133333333,9.202526333333331
2024-06-20 15:52:51,29.8,46.41,57,45.47236933333333,9.202353166666668
2024-06-20 15:53:01,29.64,46.08,58,45.47240216666668,9.202219
2024-06-20 15:53:11,29.8,47.48,58,45.4724635,9.202087666666667
2024-06-20 15:53:21,30.09,48.07,59,45.47253383333334,9.201958666666666
2024-06-20 15:53:31,30.16,47.29,59,45.47259466666666,9.201841333333334
2024-06-20 15:53:41,30.23,47.44,59,45.47265900000001,9.2016995
2024-06-20 15:53:51,30.39,46.52,59,45.47272233333333,9.201564333333332
2024-06-20 15:54:01,30.66,44.75,60,45.4727655,9.201599166666666
2024-06-20 15:54:11,31.17,44.81,59,45.47279816666667,9.2016195
2024-06-20 15:54:21,30.94,44.76,59,45.47283683333333,9.201669166666669
2024-06-20 15:54:31,30.9,43.19,59,45.47292666666667,9.201716166666667
2024-06-20 15:54:41,30.87,43.03,62,45.47299516666667,9.201779666666663
2024-06-20 15:54:51,30.94,44.97,62,45.47308533333333,9.201863
2024-06-20 15:24:02,29.12,50.51,49,45.4734875,9.202660333333334
2024-06-20 15:24:07,29.15,50.79,47,45.47348816666666,9.202659833333334
2024-06-20 15:24:12,29.15,49.99,50,45.4734875,9.202660833333336
2024-06-20 15:24:17,29.24,50.68,48,45.47348733333333,9.202661333333332
2024-06-20 15:24:22,29.22,50.28,47,45.4734885,9.202661833333334
2024-06-20 15:24:27,29.22,49.97,46,45.473489333333326,9.202662833333331
2024-06-20 15:24:32,29.22,49.06,44,45.47348916666667,9.2026635
2024-06-20 15:24:37,29.15,48.72,48,45.473489333333326,9.202664
2024-06-20 15:24:42,29.09,48.75,46,45.473489333333326,9.202664333333331
2024-06-20 15:24:47,29.14,49.02,50,45.473489333333326,9.202664666666667
2024-06-20 15:24:52,29.11,49.29,48,45.47348916666667,9.202664666666667
2024-06-20 15:24:57,29.09,48.62,44,45.47348866666666,9.202664833333332
2024-06-20 15:25:02,29.06,48.79,43,45.47348766666667,9.2026655
2024-06-20 15:25:07,28.99,48.65,45,45.47348816666666,9.202664666666667
2024-06-20 15:25:12,28.94,48.42,45,45.47348783333334,9.202664333333331
2024-06-20 15:25:17,28.85,48.54,45,45.47348816666666,9.202664
2024-06-20 15:25:22,28.79,48.02,47,45.47348866666666,9.202664
2024-06-20 15:25:27,28.7,48.34,46,45.473489333333326,9.202664166666668
2024-06-20 15:25:32,28.6,48.61,47,45.473485333333336,9.202657833333337
2024-06-20 15:25:37,28.6,48.91,44,45.47348566666666,9.2026575
2024-06-20 15:25:42,28.56,49.26,43,45.473506,9.2026265
2024-06-20 15:25:47,28.48,49.58,46,45.47352966666667,9.202565
2024-06-20 15:25:52,28.46,49.54,47,45.47356766666667,9.202509833333332
2024-06-20 15:25:57,28.51,49.48,41,45.47356383333334,9.202504
2024-06-20 15:26:02,28.4,49.52,46,45.47356583333333,9.202489333333334
2024-06-20 15:26:07,28.37,50.33,51,45.4735835,9.202418
2024-06-20 15:26:12,28.4,49.9,45,45.473603,9.202351333333333
2024-06-20 15:26:17,28.44,49.47,49,45.473615,9.202313
2024-06-20 15:26:22,28.39,49.1,44,45.47364949999999,9.202220833333334
2024-06-20 15:26:27,28.24,49.26,44,45.47367033333333,9.202166666666669
2024-06-20 15:26:32,28.3,49.47,45,45.47371116666667,9.202085
2024-06-20 15:26:37,28.42,49.5,42,45.47374983333334,9.201978
2024-06-20 15:26:42,28.54,49.23,46,45.47378033333333,9.2018975
2024-06-20 15:26:47,28.61,48.77,47,45.47381433333333,9.201805833333331
2024-06-20 15:26:52,28.65,48.1,44,45.47384933333333,9.201700166666663
2024-06-20 15:26:57,28.56,47.86,46,45.4738795,9.201631
2024-06-20 15:27:02,28.56,48.41,42,45.4738995,9.2015485
2024-06-20 15:27:07,28.64,48.21,45,45.47391716666666,9.201464499999998
2024-06-20 15:27:12,28.64,47.59,40,45.47392283333333,9.201384999999998
2024-06-20 15:27:17,28.65,47.45,45,45.47391533333333,9.201334666666666
2024-06-20 15:27:22,28.5,48.4,46,45.47389516666667,9.201267166666666
2024-06-20 15:27:27,28.36,49.03,46,45.47389499999999,9.201191666666666
2024-06-20 15:27:32,28.26,49.96,42,45.473873000000005,9.201112166666666
2024-06-20 15:27:37,28.28,50.54,45,45.4738505,9.201029166666666
2024-06-20 15:27:42,28.33,50.04,44,45.47385066666667,9.200947333333334
2024-06-20 15:27:47,28.42,49.62,45,45.47384999999999,9.200852666666666
2024-06-20 15:27:52,28.51,49.75,46,45.47385033333333,9.200769666666668
2024-06-20 15:27:57,28.57,49.42,48,45.473858,9.200651333333331
2024-06-20 15:28:02,28.6,49.7,43,45.47387733333333,9.200563
2024-06-20 15:28:07,28.53,48.9,46,45.47390399999999,9.200489833333334
2024-06-20 15:28:12,28.48,49.12,47,45.47393366666667,9.2004165
2024-06-20 15:28:17,28.37,49.46,43,45.473959833333325,9.200353166666668
2024-06-20 15:28:22,28.26,49.35,47,45.473995833333326,9.2002885
2024-06-20 15:28:27,28.17,50.3,45,45.47401750000001,9.200224166666668
2024-06-20 15:28:32,28.03,50.56,47,45.47405083333333,9.200167833333332
2024-06-20 15:28:37,27.97,51.39,42,45.47409,9.200093
2024-06-20 15:28:42,27.95,51.24,43,45.47412483333333,9.200015833333334
2024-06-20 15:28:47,27.88,50.91,44,45.47415899999999,9.199949666666669
2024-06-20 15:28:52,27.86,51.45,48,45.47418233333333,9.199888666666668
2024-06-20 15:28:57,27.84,51.4,48,45.474212666666666,9.199827333333332
2024-06-20 15:29:02,27.82,51.71,46,45.47425066666666,9.199766
2024-06-20 15:29:07,27.79,52.03,47,45.474275500000005,9.199697333333337
2024-06-20 15:29:12,27.84,51.66,45,45.474292,9.199635333333331
2024-06-20 15:29:17,27.84,51.52,44,45.47431166666667,9.199567333333333
2024-06-20 15:29:22,27.84,51.7,46,45.47433633333333,9.199494833333334
2024-06-20 15:29:27,27.81,51.78,46,45.47434016666666,9.199474166666668
2024-06-20 15:29:32,27.82,52.4,46,45.4743575,9.199421166666667
2024-06-20 15:29:37,27.82,52.86,45,45.47436616666667,9.199388666666666
2024-06-20 15:29:42,27.85,53.63,45,45.474374000000005,9.199342666666666
2024-06-20 15:29:47,27.84,54.34,48,45.47438983333333,9.199265
2024-06-20 15:29:52,27.76,55.12,46,45.474408,9.199171
2024-06-20 15:29:57,27.72,55.32,51,45.47441483333333,9.1991035
2024-06-20 15:30:02,27.68,54.71,44,45.47443216666667,9.198999666666667
2024-06-20 15:30:07,27.62,54.38,45,45.47445566666667,9.198903833333333
2024-06-20 15:30:12,27.65,54.06,46,45.4744815,9.198828666666666
2024-06-20 15:30:17,27.75,51.81,45,45.4745025,9.198734166666666
2024-06-20 15:30:22,27.88,50.47,47,45.47452166666667,9.198632833333331
2024-06-20 15:30:27,27.93,50.0,46,45.47453583333333,9.198547
2024-06-20 15:30:32,27.92,50.14,46,45.47452883333334,9.198452833333333
2024-06-20 15:30:37,27.96,49.59,45,45.47452966666666,9.198382833333334
2024-06-20 15:30:42,27.91,49.06,45,45.47453399999999,9.198305166666668
2024-06-20 15:30:47,27.92,48.94,46,45.474519166666674,9.198226333333334
2024-06-20 15:30:52,27.97,48.85,42,45.47450216666666,9.198158833333334
2024-06-20 15:30:57,28.0,48.92,53,45.47447966666667,9.198094
2024-06-20 15:31:02,28.1,48.87,50,45.474459,9.198051666666666
2024-06-20 15:31:07,28.27,48.77,45,45.4744425,9.198035666666668
2024-06-20 15:31:12,28.44,48.45,42,45.47443533333333,9.198021333333331
2024-06-20 15:31:17,28.57,48.08,46,45.47443083333333,9.1980105
2024-06-20 15:31:22,28.6,47.28,48,45.47442566666667,9.197994333333332
2024-06-20 15:31:27,28.73,46.97,44,45.47440199999999,9.197965
2024-06-20 15:31:32,28.84,46.84,48,45.47435583333333,9.19792
2024-06-20 15:31:37,28.99,46.82,38,45.474319833333325,9.197871166666664
2024-06-20 15:31:42,29.12,46.49,45,45.474285666666674,9.197788666666666
2024-06-20 15:31:47,29.11,46.5,43,45.47428216666667,9.197707166666667
2024-06-20 15:31:52,29.06,46.61,45,45.474294166666674,9.197623833333331
2024-06-20 15:31:57,29.02,46.62,47,45.4743135,9.197545166666666
2024-06-20 15:32:02,28.99,47.9,43,45.47431366666667,9.197452166666666
2024-06-20 15:32:07,28.94,47.04,46,45.47429866666666,9.1973775
2024-06-20 15:32:12,28.91,47.09,47,45.47424899999999,9.197355833333337
2024-06-20 15:32:17,28.81,47.15,44,45.47419750000001,9.1973375
2024-06-20 15:32:22,28.7,47.1,43,45.474145666666665,9.1973175
2024-06-20 15:32:27,28.68,47.18,44,45.4740845,9.197299333333332
2024-06-20 15:32:32,28.68,47.14,45,45.47402216666666,9.1972465
2024-06-20 15:32:37,28.84,47.33,41,45.47398033333334,9.197176333333337
2024-06-20 15:32:42,28.84,47.4,42,45.47395083333334,9.1971165
2024-06-20 15:32:47,28.82,47.57,43,45.473919,9.197047
2024-06-20 15:32:52,28.68,49.03,48,45.473903500000006,9.19696
2024-06-20 15:32:57,28.54,49.0,47,45.4738725,9.196895333333334
2024-06-20 15:33:02,28.5,49.83,46,45.4738365,9.196827333333331
2024-06-20 15:33:07,28.48,48.6,46,45.47380199999999,9.196770333333337
2024-06-20 15:33:12,28.5,48.48,47,45.473775333333336,9.196705
2024-06-20 15:33:17,28.51,48.49,43,45.47374016666666,9.19664
2024-06-20 15:33:22,28.51,49.0,47,45.4736965,9.1965855
2024-06-20 15:33:27,28.42,49.06,44,45.47365283333333,9.196537
2024-06-20 15:33:32,28.42,49.74,45,45.4736035,9.196505
2024-06-20 15:33:37,28.47,50.66,45,45.47354233333333,9.196466
2024-06-20 15:33:42,28.58,51.37,46,45.47348283333334,9.196443
2024-06-20 15:33:47,28.7,49.06,49,45.47342533333334,9.196438333333331
2024-06-20 15:33:52,28.79,47.95,48,45.4733705,9.1964595
2024-06-20 15:33:57,28.81,47.98,47,45.47332283333333,9.196513333333334
2024-06-20 15:34:02,28.79,47.52,47,45.47328600000001,9.1965775
2024-06-20 15:34:07,28.87,47.79,46,45.473265000000005,9.196643666666668
2024-06-20 15:34:12,29.11,47.42,50,45.47324366666667,9.196709
2024-06-20 15:34:17,28.99,46.8,46,45.47322900000001,9.196754666666669
2024-06-20 15:34:22,28.93,46.85,45,45.47324433333333,9.196812666666666
2024-06-20 15:34:27,28.87,47.35,47,45.47327133333333,9.1968875
2024-06-20 15:34:32,28.87,47.24,45,45.47329033333334,9.196950833333334
2024-06-20 15:34:37,28.85,47.84,45,45.47331716666666,9.1970505
2024-06-20 15:34:42,28.88,48.23,49,45.47333966666667,9.1971295
2024-06-20 15:34:47,28.91,47.78,46,45.473354666666665,9.197199666666668
2024-06-20 15:34:52,28.97,48.41,52,45.473378,9.197299833333334
2024-06-20 15:34:57,29.04,48.88,47,45.473399,9.197380166666669
2024-06-20 15:35:02,29.06,48.82,45,45.47341733333333,9.1974625
2024-06-20 15:35:07,29.09,47.66,48,45.473438,9.197554
2024-06-20 15:35:12,29.19,47.62,48,45.47347,9.1976405
2024-06-20 15:35:17,29.28,47.57,46,45.47350266666668,9.197733166666666
2024-06-20 15:35:22,29.3,47.07,45,45.47352250000001,9.197809333333334
2024-06-20 15:35:27,29.35,47.17,47,45.47352383333334,9.19789
2024-06-20 15:35:32,29.32,47.85,47,45.47352883333333,9.197970333333334
2024-06-20 15:35:37,29.28,47.11,48,45.47352816666667,9.198047666666668
2024-06-20 15:35:42,29.25,46.3,45,45.47353083333334,9.198130666666666
2024-06-20 15:35:47,29.29,46.76,45,45.47353383333334,9.19821
2024-06-20 15:35:52,29.33,47.58,49,45.47353983333334,9.198286666666666
2024-06-20 15:35:57,29.43,47.61,42,45.4735415,9.198368166666668
2024-06-20 15:36:02,29.5,47.51,46,45.47353816666667,9.198452166666668
2024-06-20 15:36:07,29.53,46.91,45,45.47354,9.198535666666666
2024-06-20 15:36:12,29.52,46.26,48,45.473537500000006,9.198603833333332
2024-06-20 15:36:17,29.48,46.01,45,45.47352883333333,9.198674166666668
2024-06-20 15:36:22,29.46,46.09,45,45.47351933333333,9.198748166666666
2024-06-20 15:36:27,29.37,46.04,50,45.47351116666667,9.198821833333334
2024-06-20 15:36:32,29.36,46.33,41,45.47350216666667,9.198896
2024-06-20 15:36:37,29.36,46.92,40,45.4735025,9.198962833333333
2024-06-20 15:36:42,29.26,47.04,50,45.47350983333334,9.199031833333333
2024-06-20 15:36:47,29.15,46.33,42,45.47352616666667,9.199108666666666
2024-06-20 15:36:52,29.06,46.55,49,45.47353199999999,9.199189833333332
2024-06-20 15:36:57,29.06,47.4,43,45.473534333333326,9.199223833333331
2024-06-20 15:37:02,29.15,47.77,46,45.47353533333333,9.199305333333331
2024-06-20 15:37:07,29.19,47.61,47,45.4735105,9.199385666666666
2024-06-20 15:37:12,29.18,48.22,46,45.473501500000005,9.199459999999998
2024-06-20 15:37:17,29.06,49.41,47,45.473494333333335,9.199558666666666
2024-06-20 15:37:22,28.97,49.18,43,45.473498333333325,9.1996455
2024-06-20 15:37:27,28.95,50.09,45,45.47350183333333,9.199733666666669
2024-06-20 15:37:32,28.9,49.56,42,45.47352483333334,9.199812333333334
2024-06-20 15:37:37,28.81,49.43,47,45.47356866666667,9.199882333333331
2024-06-20 15:37:42,28.71,48.98,44,45.473624333333326,9.199950333333334
2024-06-20 15:37:47,28.67,48.76,47,45.47367283333333,9.199991333333331
2024-06-20 15:37:52,28.58,48.78,51,45.473722,9.200023166666666
2024-06-20 15:37:57,28.54,48.84,43,45.47372466666668,9.200027
2024-06-20 15:38:02,28.48,48.97,47,45.473725,9.20003
2024-06-20 15:38:07,28.42,49.43,47,45.47372699999999,9.200032
2024-06-20 15:38:12,28.33,50.87,47,45.47373783333334,9.200026166666667
2024-06-20 15:38:17,28.26,52.18,46,45.4737725,9.199985333333332
2024-06-20 15:38:22,28.12,52.07,48,45.47380033333334,9.19993
2024-06-20 15:38:27,28.05,51.56,46,45.473839,9.199876166666666
2024-06-20 15:38:32,28.0,51.2,44,45.473864166666665,9.199819666666668
2024-06-20 15:38:37,27.99,50.24,43,45.47388,9.199753333333332
2024-06-20 15:38:42,28.0,49.49,43,45.473886166666674,9.199733333333334
2024-06-20 15:38:47,27.97,49.22,43,45.47389083333334,9.199715833333332
2024-06-20 15:38:52,27.99,48.76,43,45.47389266666667,9.199709166666668
2024-06-20 15:38:57,27.97,48.79,42,45.47389283333334,9.199705
2024-06-20 15:39:02,27.95,48.42,43,45.4739045,9.1996345
2024-06-20 15:39:07,27.95,49.42,46,45.47391916666667,9.199563666666668
